,Type of property,Location,Postcode,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2,Province,Region
6388,house,dilbeek,1700,10612233,429000,Basiliekstraat 136,3,E,475.0,0,1,0,776,29,4,1974,Good,0,1,0,0,1,0,Electric,429000,€429000,1,Vlaams-Brabant,Flanders
6389,apartment,knokke-heist,8300,10649545,1050000,"Gemeenteplein, 1a",3,B,145.0,0,0,0,0,0,0,2017,Good,0,0,0,0,2,0,0,1050000,€1050000,0,West-Vlaanderen,Flanders
6390,house,lede,9340,10649538,385000,Smetlede-Dorp 6,4,D,366.0,0,1,0,501,40,3,1997,Good,0,1,0,0,2,0,Electric,385000,€385000,1,Oost-Vlaanderen,Flanders
6391,apartment,sint-denijs-westrem,9051,10649536,210000,Kortrijksesteenweg 74,1,B,165.0,0,1,0,0,0,0,1969,Good,0,1,0,0,1,0,Gas,210000,€210000,1,Oost-Vlaanderen,Flanders
6392,villa,nazareth,9810,10649535,1300000,Kortrijksesteenweg 74,5,B,191.0,0,1,50,3125,40,4,1968,Good,0,2,0,1,3,0,Fuel oil,1300000,€1300000,1,Oost-Vlaanderen,Flanders
6393,villa,lochristi,9080,10649534,599000,Grote Baan 137,3,C,272.0,0,0,0,1160,0,4,1997,Good,0,1,0,0,2,Installed,0,599000,€599000,0,Oost-Vlaanderen,Flanders
6395,house,kuurne,8520,10649528,299000,Gasthuisstraat 1,3,E,464.0,0,0,0,110,0,2,1946,Good,0,1,0,0,3,0,Gas,299000,€299000,0,West-Vlaanderen,Flanders
6396,villa,lendelede,8860,10649524,1065000,Gasthuisstraat 1,4,B,194.0,0,0,0,1080,0,4,1992,As new,0,2,0,0,3,0,0,1065000,€1065000,0,West-Vlaanderen,Flanders
6397,house,kruibeke,9150,10649521,319000,Casinostraat 3,2,C,253.0,0,1,0,215,40,2,1930,Good,0,1,0,0,0,Installed,0,319000,€319000,1,Oost-Vlaanderen,Flanders
6398,house,sint-niklaas,9100,10649520,539000,Casinostraat 3,5,B,196.0,0,1,0,794,0,3,1994,As new,0,1,0,1,2,0,0,539000,€539000,1,Oost-Vlaanderen,Flanders
6399,house,heusden-zolder,3550,10649518,289000,Hoogstraat 6,3,D,389.0,0,0,0,666,38,0,1993,Good,0,1,0,0,2,0,Electric,289000,€289000,0,Limburg,Flanders
6401,house,aartselaar,2630,10649513,284500,"Fruithoflaan, 1",4,C,220.0,0,1,3,226,30,0,1972,To restore,0,1,0,0,2,Semi equipped,Gas,284500,€284500,1,Antwerpen,Flanders
6402,house,leuven,3000,10649511,620000,Onze-Lieve-Vrouwstraat 129B,4,C,236.0,0,0,0,241,0,2,1961,Good,0,1,0,0,2,Installed,0,620000,€620000,0,Vlaams-Brabant,Flanders
